,id,start,end,gene_name,product,strand,locus_tag,interval
7758,cds-WP_003104048.1,4186534,4187127,,cysteine hydrolase,+,NCGM2_RS19025,"[4186534, 4187127]"
7760,cds-WP_014603873.1,4188014,4188529,,hypothetical protein,+,NCGM2_RS19030,"[4188014, 4188529]"
7762,cds-WP_014603874.1,4188825,4189514,,DUF159 family protein,+,NCGM2_RS19035,"[4188825, 4189514]"
7764,cds-WP_014603875.1,4189496,4189759,,hypothetical protein,-,NCGM2_RS19040,"[4189496, 4189759]"
7766,cds-WP_041025739.1,4190451,4190948,,hypothetical protein,+,NCGM2_RS19045,"[4190451, 4190948]"
7768,cds-WP_041025740.1,4191276,4191857,,lysis protein,-,NCGM2_RS32285,"[4191276, 4191857]"
7770,cds-WP_041025741.1,4191827,4192456,,glycoside hydrolase family 19 protein,-,NCGM2_RS19055,"[4191827, 4192456]"
7772,cds-WP_014603877.1,4192568,4192753,,hypothetical protein,+,NCGM2_RS19060,"[4192568, 4192753]"
7774,cds-WP_014603878.1,4192791,4193843,,phage late control protein,-,NCGM2_RS19065,"[4192791, 4193843]"
7776,cds-WP_015649042.1,4193857,4194063,,tail protein X,-,NCGM2_RS19070,"[4193857, 4194063]"
7778,cds-WP_014603880.1,4194038,4194877,,phage tail protein,-,NCGM2_RS19075,"[4194038, 4194877]"
7780,cds-WP_014603881.1,4194886,4197576,,tail tape measure protein,-,NCGM2_RS19080,"[4194886, 4197576]"
7782,cds-WP_014603883.1,4197715,4198011,,phage tail assembly protein,-,NCGM2_RS19085,"[4197715, 4198011]"
7784,cds-WP_014603884.1,4198021,4198530,,phage major tail tube protein,-,NCGM2_RS19090,"[4198021, 4198530]"
7786,cds-WP_014603885.1,4198543,4199703,,phage tail sheath family protein,-,NCGM2_RS19095,"[4198543, 4199703]"
7788,cds-WP_023127307.1,4199747,4200211,,hypothetical protein,-,NCGM2_RS19100,"[4199747, 4200211]"
7790,cds-WP_014603887.1,4200208,4202289,,tail fiber,-,NCGM2_RS19105,"[4200208, 4202289]"
7792,cds-WP_014603888.1,4202286,4202816,,phage tail protein I,-,NCGM2_RS19110,"[4202286, 4202816]"
7794,cds-WP_014603889.1,4202813,4203697,,baseplate assembly protein,-,NCGM2_RS19115,"[4202813, 4203697]"
7796,cds-WP_014603890.1,4203694,4204020,,hypothetical protein,-,NCGM2_RS19120,"[4203694, 4204020]"
7798,cds-WP_014603891.1,4204030,4204251,,hypothetical protein,-,NCGM2_RS19125,"[4204030, 4204251]"
7800,cds-WP_014603892.1,4204309,4204866,,phage baseplate assembly protein V,-,NCGM2_RS19130,"[4204309, 4204866]"
7802,cds-WP_014603893.1,4204863,4205399,,hypothetical protein,-,NCGM2_RS19135,"[4204863, 4205399]"
7804,cds-WP_014603894.1,4205392,4206060,,hypothetical protein,-,NCGM2_RS19140,"[4205392, 4206060]"
7806,cds-WP_015649052.1,4206060,4206374,,hypothetical protein,-,NCGM2_RS19145,"[4206060, 4206374]"
7808,cds-WP_014603895.1,4206377,4206562,,hypothetical protein,-,NCGM2_RS19150,"[4206377, 4206562]"
7810,cds-WP_014603896.1,4206564,4207601,,major capsid protein,-,NCGM2_RS19155,"[4206564, 4207601]"
7812,cds-WP_014603897.1,4207617,4207967,,head decoration protein,-,NCGM2_RS19160,"[4207617, 4207967]"
7814,cds-WP_014603898.1,4207981,4209201,,S49 family peptidase,-,NCGM2_RS19165,"[4207981, 4209201]"
7816,cds-WP_031652606.1,4209204,4210817,,phage portal protein,-,NCGM2_RS19170,"[4209204, 4210817]"
7818,cds-WP_014603900.1,4210820,4211035,,hypothetical protein,-,NCGM2_RS19175,"[4210820, 4211035]"
7820,cds-WP_049821835.1,4211048,4212934,,phage terminase large subunit family protein,-,NCGM2_RS19180,"[4211048, 4212934]"
7822,cds-WP_023127296.1,4212978,4213502,,hypothetical protein,-,NCGM2_RS19185,"[4212978, 4213502]"
7824,cds-WP_014603903.1,4213617,4213979,,hypothetical protein,-,NCGM2_RS19190,"[4213617, 4213979]"
7826,cds-WP_019396873.1,4214551,4214922,,hypothetical protein,-,NCGM2_RS19195,"[4214551, 4214922]"
7828,cds-WP_049243292.1,4214919,4217165,,toprim domain-containing protein,-,NCGM2_RS19200,"[4214919, 4217165]"
7830,cds-WP_023118639.1,4217129,4217338,,hypothetical protein,-,NCGM2_RS19205,"[4217129, 4217338]"
7832,cds-WP_014603906.1,4217331,4217885,,hypothetical protein,-,NCGM2_RS19210,"[4217331, 4217885]"
7834,cds-WP_019726484.1,4218202,4218456,,hypothetical protein,-,NCGM2_RS19215,"[4218202, 4218456]"
7836,cds-WP_034011748.1,4218563,4219276,,helix-turn-helix domain-containing protein,+,NCGM2_RS19220,"[4218563, 4219276]"
7838,cds-WP_023087724.1,4219559,4219870,,hypothetical protein,+,NCGM2_RS19230,"[4219559, 4219870]"
7840,cds-WP_014603908.1,4219880,4220173,,DNA-binding protein,+,NCGM2_RS19235,"[4219880, 4220173]"
7842,cds-WP_031673600.1,4220327,4220635,,hypothetical protein,+,NCGM2_RS19240,"[4220327, 4220635]"
7844,cds-WP_031639816.1,4220632,4220949,,transcriptional regulator,+,NCGM2_RS19245,"[4220632, 4220949]"
7846,cds-WP_014603910.1,4221000,4221626,,hypothetical protein,+,NCGM2_RS19250,"[4221000, 4221626]"
7848,cds-WP_014603911.1,4221623,4221862,,hypothetical protein,+,NCGM2_RS19255,"[4221623, 4221862]"
7850,cds-WP_014603912.1,4221871,4222431,,hypothetical protein,+,NCGM2_RS33005,"[4221871, 4222431]"
7852,cds-WP_003127538.1,4222728,4222910,,hypothetical protein,+,NCGM2_RS32875,"[4222728, 4222910]"
7854,cds-WP_041025745.1,4222907,4224742,,DNA cytosine methyltransferase,+,NCGM2_RS19270,"[4222907, 4224742]"
7856,cds-NCGM2_RS32880,4224739,4224981,,hypothetical protein,+,NCGM2_RS32880,"[4224739, 4224981]"
7858,cds-NCGM2_RS32885,4225783,4226109,,hypothetical protein,+,NCGM2_RS32885,"[4225783, 4226109]"
7860,cds-WP_014603915.1,4226102,4226224,,hypothetical protein,+,NCGM2_RS33050,"[4226102, 4226224]"
7862,cds-WP_003160559.1,4226400,4226684,,hypothetical protein,+,NCGM2_RS19280,"[4226400, 4226684]"
7864,cds-WP_031689695.1,4226694,4227800,,tyrosine-type recombinase/integrase,-,NCGM2_RS19285,"[4226694, 4227800]"
7866,cds-WP_031635261.1,4227904,4228908,dusA,tRNA dihydrouridine(20/20a) synthase DusA,+,NCGM2_RS19290,"[4227904, 4228908]"
7868,cds-WP_003090868.1,4228988,4229911,tal,transaldolase,+,NCGM2_RS19295,"[4228988, 4229911]"
7870,cds-WP_003090869.1,4229997,4230479,,STAS domain-containing protein,-,NCGM2_RS19300,"[4229997, 4230479]"
7872,cds-WP_003090870.1,4230476,4231660,,SpoIIE family protein phosphatase,-,NCGM2_RS19305,"[4230476, 4231660]"
7874,cds-WP_003090871.1,4231906,4232205,,PilZ domain-containing protein,+,NCGM2_RS19310,"[4231906, 4232205]"
7876,cds-WP_003090872.1,4232263,4232967,,VacJ family lipoprotein,-,NCGM2_RS19315,"[4232263, 4232967]"
7878,cds-WP_003138775.1,4233070,4233474,,acyl-CoA thioesterase,+,NCGM2_RS19320,"[4233070, 4233474]"
7880,cds-WP_003090874.1,4233476,4234195,,UTRA domain-containing protein,-,NCGM2_RS19325,"[4233476, 4234195]"
7882,cds-WP_003090876.1,4234329,4235072,,HAD family phosphatase,+,NCGM2_RS19330,"[4234329, 4235072]"
7884,cds-WP_003090877.1,4235069,4235650,,HD domain-containing protein,+,NCGM2_RS19335,"[4235069, 4235650]"
7886,cds-WP_003090878.1,4235724,4235987,,DUF4404 family protein,+,NCGM2_RS19340,"[4235724, 4235987]"
7888,cds-WP_003090879.1,4236054,4236884,queF,NADPH-dependent 7-cyano-7-deazaguanine reductase QueF,-,NCGM2_RS19345,"[4236054, 4236884]"
7890,cds-WP_073660177.1,4237002,4237610,,copper-binding protein,-,NCGM2_RS19350,"[4237002, 4237610]"
7892,cds-WP_003090881.1,4237782,4237973,,repressor PtrA,-,NCGM2_RS19355,"[4237782, 4237973]"
7894,cds-WP_003108949.1,4238099,4238779,,heavy metal response regulator transcription factor,+,NCGM2_RS19360,"[4238099, 4238779]"
7896,cds-WP_003090883.1,4238776,4240107,,sensor histidine kinase,+,NCGM2_RS19365,"[4238776, 4240107]"
7898,cds-WP_003090884.1,4240157,4240936,,ABC transporter permease,-,NCGM2_RS19370,"[4240157, 4240936]"
7900,cds-WP_003090885.1,4240933,4241865,,ABC transporter ATP-binding protein,-,NCGM2_RS19375,"[4240933, 4241865]"
7902,cds-WP_003090886.1,4241941,4242561,,glutathione S-transferase,-,NCGM2_RS19380,"[4241941, 4242561]"
7904,cds-WP_003098789.1,4242676,4243347,,transglutaminase family protein,-,NCGM2_RS19385,"[4242676, 4243347]"
7906,cds-WP_003090888.1,4243500,4245947,,acyl-CoA dehydrogenase,+,NCGM2_RS19390,"[4243500, 4245947]"
7908,cds-WP_003090889.1,4246076,4246456,,hypothetical protein,+,NCGM2_RS19395,"[4246076, 4246456]"
7910,cds-WP_003090890.1,4246515,4246925,,hypothetical protein,+,NCGM2_RS19400,"[4246515, 4246925]"
7912,cds-WP_003090891.1,4247189,4247914,,Crp/Fnr family transcriptional regulator,+,NCGM2_RS19405,"[4247189, 4247914]"
7914,cds-WP_003090892.1,4247980,4248573,,sigma-70 family RNA polymerase sigma factor,+,NCGM2_RS19410,"[4247980, 4248573]"
7916,cds-WP_003090893.1,4248642,4248884,,RebB family R body protein,+,NCGM2_RS19415,"[4248642, 4248884]"
7918,cds-WP_003090894.1,4248915,4249547,,hypothetical protein,+,NCGM2_RS19420,"[4248915, 4249547]"
7920,cds-WP_003090896.1,4249598,4251739,,hypothetical protein,+,NCGM2_RS19425,"[4249598, 4251739]"
7922,cds-WP_003090898.1,4251750,4251944,,hypothetical protein,+,NCGM2_RS19430,"[4251750, 4251944]"
7924,cds-WP_003090900.1,4251968,4252207,,hypothetical protein,+,NCGM2_RS19435,"[4251968, 4252207]"
7926,cds-WP_003090901.1,4252261,4252806,,hypothetical protein,+,NCGM2_RS19440,"[4252261, 4252806]"
7928,cds-WP_003108980.1,4252957,4253277,,RebB family R body protein,+,NCGM2_RS19445,"[4252957, 4253277]"
7930,cds-WP_003108983.1,4253340,4253660,,RebB family R body protein,+,NCGM2_RS19450,"[4253340, 4253660]"
7941,cds-WP_003090903.1,4254401,4255174,,hypothetical protein,+,NCGM2_RS19470,"[4254401, 4255174]"
7943,cds-WP_003090904.1,4255236,4255898,,glutathione S-transferase family protein,+,NCGM2_RS19475,"[4255236, 4255898]"
7945,cds-WP_003090905.1,4255908,4256390,,GAF domain-containing protein,-,NCGM2_RS19480,"[4255908, 4256390]"
7947,cds-WP_003090906.1,4256387,4257277,,ATP-binding protein,-,NCGM2_RS19485,"[4256387, 4257277]"
7949,cds-WP_023098511.1,4257360,4259720,,response regulator,+,NCGM2_RS19490,"[4257360, 4259720]"
7951,cds-WP_003090908.1,4259739,4260230,,MarR family transcriptional regulator,-,NCGM2_RS19495,"[4259739, 4260230]"
7953,cds-WP_003090910.1,4260227,4260712,,glutathione peroxidase,-,NCGM2_RS19500,"[4260227, 4260712]"
7955,cds-WP_003090911.1,4260824,4261222,msrB,peptide-methionine (R)-S-oxide reductase MsrB,-,NCGM2_RS19505,"[4260824, 4261222]"
7957,cds-WP_003090913.1,4261407,4262618,,pyridoxal phosphate-dependent aminotransferase,+,NCGM2_RS19510,"[4261407, 4262618]"
7959,cds-WP_003090914.1,4262669,4263121,,hypothetical protein,+,NCGM2_RS19515,"[4262669, 4263121]"
7961,cds-WP_003090915.1,4263255,4264130,htpX,protease HtpX,+,NCGM2_RS19520,"[4263255, 4264130]"
7963,cds-WP_003090916.1,4264271,4265398,,carboxypeptidase family protein,+,NCGM2_RS19525,"[4264271, 4265398]"
7965,cds-WP_003090917.1,4265430,4266086,,thiopurine S-methyltransferase,-,NCGM2_RS19530,"[4265430, 4266086]"
7967,cds-WP_003090918.1,4266142,4266588,,universal stress protein,-,NCGM2_RS19535,"[4266142, 4266588]"
7969,cds-WP_003090919.1,4266745,4267677,,LysR family transcriptional regulator,+,NCGM2_RS19540,"[4266745, 4267677]"
7971,cds-WP_003090921.1,4267815,4269407,,MFS transporter,+,NCGM2_RS19545,"[4267815, 4269407]"
7973,cds-WP_003090922.1,4269419,4270483,,HlyD family secretion protein,+,NCGM2_RS19550,"[4269419, 4270483]"
7975,cds-WP_003090923.1,4270480,4271919,,efflux transporter outer membrane subunit,+,NCGM2_RS19555,"[4270480, 4271919]"
7977,cds-WP_003090924.1,4271956,4272927,,LysR family transcriptional regulator,+,NCGM2_RS19560,"[4271956, 4272927]"
7979,cds-WP_003090925.1,4273018,4273788,,dioxygenase,+,NCGM2_RS19565,"[4273018, 4273788]"
7981,cds-WP_003119873.1,4274155,4275858,,DEAD/DEAH box helicase,-,NCGM2_RS19570,"[4274155, 4275858]"
7983,cds-WP_003090929.1,4276169,4276960,,crotonase/enoyl-CoA hydratase family protein,+,NCGM2_RS19575,"[4276169, 4276960]"
7985,cds-WP_023657190.1,4276987,4277736,,hypothetical protein,-,NCGM2_RS19580,"[4276987, 4277736]"
7987,cds-WP_003090933.1,4277912,4279258,,3-deoxy-7-phosphoheptulonate synthase class II,+,NCGM2_RS19585,"[4277912, 4279258]"
7989,cds-WP_003090934.1,4279299,4280507,,winged helix-turn-helix domain-containing protein,-,NCGM2_RS19590,"[4279299, 4280507]"
7991,cds-WP_003090935.1,4280590,4280823,,DUF1127 domain-containing protein,-,NCGM2_RS19595,"[4280590, 4280823]"
7993,cds-WP_003090936.1,4280920,4281774,,LysR family transcriptional regulator,+,NCGM2_RS19600,"[4280920, 4281774]"
7995,cds-WP_003114755.1,4281776,4282525,,sulfite exporter TauE/SafE family protein,-,NCGM2_RS19605,"[4281776, 4282525]"
7997,cds-WP_003130811.1,4282563,4283582,,LysR family transcriptional regulator,+,NCGM2_RS19610,"[4282563, 4283582]"
7999,cds-WP_003090940.1,4283668,4284123,,MarR family transcriptional regulator,+,NCGM2_RS19615,"[4283668, 4284123]"
8001,cds-WP_003090941.1,4284268,4284696,,organic hydroperoxide resistance protein,+,NCGM2_RS19620,"[4284268, 4284696]"
8003,cds-WP_003090942.1,4284783,4285349,efp,elongation factor P,-,NCGM2_RS19625,"[4284783, 4285349]"
8005,cds-WP_003090943.1,4285392,4286522,earP,elongation factor P maturation arginine rhamnosyltransferase EarP,-,NCGM2_RS19630,"[4285392, 4286522]"
8010,cds-WP_003090944.1,4287184,4287435,,hypothetical protein,+,NCGM2_RS19640,"[4287184, 4287435]"
8012,cds-WP_003090946.1,4287559,4288530,,L%2CD-transpeptidase family protein,-,NCGM2_RS19645,"[4287559, 4288530]"
8014,cds-WP_003090947.1,4288608,4288886,,hypothetical protein,-,NCGM2_RS19650,"[4288608, 4288886]"
8016,cds-WP_003090948.1,4288942,4289547,,arylesterase,-,NCGM2_RS19655,"[4288942, 4289547]"
8018,cds-WP_003090949.1,4289558,4290241,,ABC transporter ATP-binding protein,+,NCGM2_RS19660,"[4289558, 4290241]"
8020,cds-WP_003122524.1,4290250,4292742,,ABC transporter permease,+,NCGM2_RS19665,"[4290250, 4292742]"
8022,cds-WP_003090951.1,4292794,4293300,greB,transcription elongation factor GreB,+,NCGM2_RS19670,"[4292794, 4293300]"
8024,cds-WP_003130806.1,4293313,4293753,,hypothetical protein,-,NCGM2_RS19675,"[4293313, 4293753]"
8026,cds-WP_003090953.1,4293807,4294355,thpR,RNA 2'%2C3'-cyclic phosphodiesterase,+,NCGM2_RS19680,"[4293807, 4294355]"
8028,cds-WP_003090955.1,4294551,4295486,,triacylglycerol lipase,+,NCGM2_RS19685,"[4294551, 4295486]"
8030,cds-WP_003090957.1,4295536,4296558,,lipase secretion chaperone,+,NCGM2_RS19690,"[4295536, 4296558]"
8032,cds-WP_003090958.1,4296726,4297160,,DoxX family protein,-,NCGM2_RS19695,"[4296726, 4297160]"
8034,cds-WP_003090959.1,4297259,4298689,,transglycosylase SLT domain-containing protein,-,NCGM2_RS19700,"[4297259, 4298689]"
8036,cds-WP_003090961.1,4298936,4299739,,preprotein translocase subunit TatD,+,NCGM2_RS19705,"[4298936, 4299739]"
8038,cds-WP_003090962.1,4299878,4301350,,methyl-accepting chemotaxis protein,+,NCGM2_RS19710,"[4299878, 4301350]"
8040,cds-WP_003090963.1,4301476,4301835,,DUF962 domain-containing protein,+,NCGM2_RS19715,"[4301476, 4301835]"
8042,cds-WP_003130791.1,4301922,4302410,,hypothetical protein,+,NCGM2_RS19720,"[4301922, 4302410]"
8044,cds-WP_023098510.1,4302420,4303997,,GGDEF domain-containing protein,+,NCGM2_RS19725,"[4302420, 4303997]"
8046,cds-WP_003090970.1,4304006,4304803,,acyl-CoA thioesterase II,-,NCGM2_RS19730,"[4304006, 4304803]"
8048,cds-WP_003114744.1,4304884,4305654,,CHAD domain-containing protein,-,NCGM2_RS19735,"[4304884, 4305654]"
8050,cds-WP_003090972.1,4305651,4307657,,DUF3488 domain-containing protein,-,NCGM2_RS19740,"[4305651, 4307657]"
8052,cds-WP_003090973.1,4307654,4308607,,DUF58 domain-containing protein,-,NCGM2_RS19745,"[4307654, 4308607]"
8054,cds-WP_003090974.1,4308607,4309524,,AAA family ATPase,-,NCGM2_RS19750,"[4308607, 4309524]"
8056,cds-WP_003090975.1,4309783,4310481,pyrF,orotidine-5'-phosphate decarboxylase,-,NCGM2_RS19755,"[4309783, 4310481]"
8058,cds-WP_003101696.1,4310578,4311471,,LysR family transcriptional regulator,-,NCGM2_RS19760,"[4310578, 4311471]"
8060,cds-WP_019371654.1,4311517,4312158,,DUF924 family protein,+,NCGM2_RS19765,"[4311517, 4312158]"
8062,cds-WP_003090978.1,4312182,4313072,,LysR family transcriptional regulator,-,NCGM2_RS19770,"[4312182, 4313072]"
8064,cds-WP_003110276.1,4313164,4313634,,multidrug/biocide efflux PACE transporter,+,NCGM2_RS19775,"[4313164, 4313634]"
8066,cds-WP_003090981.1,4313643,4314554,,response regulator,-,NCGM2_RS19780,"[4313643, 4314554]"
8068,cds-WP_003090982.1,4314556,4315857,,CBS domain-containing protein,-,NCGM2_RS19785,"[4314556, 4315857]"
8070,cds-WP_003090984.1,4316094,4316261,,DUF2897 family protein,+,NCGM2_RS19790,"[4316094, 4316261]"
8072,cds-WP_003090986.1,4316494,4317258,,CPBP family intramembrane metalloprotease,+,NCGM2_RS19795,"[4316494, 4317258]"
8074,cds-WP_003090989.1,4317259,4317855,,TetR/AcrR family transcriptional regulator,-,NCGM2_RS19800,"[4317259, 4317855]"
8076,cds-WP_003090990.1,4318136,4319938,,DUF1446 domain-containing protein,+,NCGM2_RS19805,"[4318136, 4319938]"
8078,cds-WP_003090991.1,4320011,4320889,,SDR family oxidoreductase,+,NCGM2_RS19810,"[4320011, 4320889]"
8080,cds-WP_003090993.1,4320891,4322507,,acyl-CoA carboxylase subunit beta,+,NCGM2_RS19815,"[4320891, 4322507]"
8082,cds-WP_003101733.1,4322624,4323784,,acyl-CoA/acyl-ACP dehydrogenase,+,NCGM2_RS19820,"[4322624, 4323784]"
8084,cds-WP_003090995.1,4323805,4324599,,isohexenylglutaconyl-CoA hydratase,+,NCGM2_RS19825,"[4323805, 4324599]"
8086,cds-WP_003090996.1,4324645,4326630,,acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha,+,NCGM2_RS19830,"[4324645, 4326630]"
8088,cds-WP_003090997.1,4326682,4327506,,NAD(P)-dependent oxidoreductase,+,NCGM2_RS19835,"[4326682, 4327506]"
8090,cds-WP_003090998.1,4327669,4329495,,long-chain-acyl-CoA synthetase,+,NCGM2_RS19840,"[4327669, 4329495]"
8092,cds-WP_003091000.1,4329509,4329931,,hypothetical protein,-,NCGM2_RS19845,"[4329509, 4329931]"
8094,cds-WP_009877630.1,4330277,4331041,sbrR,anti-sigma factor SbrR,-,NCGM2_RS19850,"[4330277, 4331041]"
8096,cds-WP_003119848.1,4331038,4331622,sbrI,ECF family RNA polymerase sigma factor SbrI,-,NCGM2_RS19855,"[4331038, 4331622]"
8098,cds-WP_003091003.1,4331950,4333389,,PLP-dependent aminotransferase family protein,-,NCGM2_RS19860,"[4331950, 4333389]"
8100,cds-WP_003091004.1,4333611,4333979,,hypothetical protein,-,NCGM2_RS19865,"[4333611, 4333979]"
8102,cds-WP_003091005.1,4334066,4334704,,response regulator transcription factor,-,NCGM2_RS19870,"[4334066, 4334704]"
8104,cds-WP_003091007.1,4334898,4335707,,OmpA family protein,-,NCGM2_RS19875,"[4334898, 4335707]"
8106,cds-WP_003091008.1,4335707,4336066,,DUF4398 domain-containing protein,-,NCGM2_RS19880,"[4335707, 4336066]"
8108,cds-WP_003091009.1,4336063,4336911,,transporter substrate-binding domain-containing protein,-,NCGM2_RS19885,"[4336063, 4336911]"
8110,cds-WP_014603918.1,4336981,4337763,cobJ,precorrin-3B C(17)-methyltransferase,-,NCGM2_RS19890,"[4336981, 4337763]"
8112,cds-NCGM2_RS19895,4337865,4338047,,precorrin-8X methylmutase,-,NCGM2_RS19895,"[4337865, 4338047]"
8114,cds-WP_073660212.1,4338044,4339504,cobG,precorrin-3B synthase,-,NCGM2_RS19900,"[4338044, 4339504]"
8117,cds-WP_014603921.1,4339841,4341088,,bifunctional cobalt-precorrin-7 (C(5))-methyltransferase/cobalt-precorrin-6B (C(15))-methyltransferase,+,NCGM2_RS19905,"[4339841, 4341088]"
8119,cds-WP_003091014.1,4341081,4342181,,cobalt-precorrin-5B (C(1))-methyltransferase,+,NCGM2_RS19910,"[4341081, 4342181]"
8121,cds-WP_014603922.1,4342178,4342906,,cobalt-precorrin-6A reductase,+,NCGM2_RS19915,"[4342178, 4342906]"
8123,cds-WP_003091017.1,4342960,4343529,mntP,manganese efflux pump MntP,-,NCGM2_RS19920,"[4342960, 4343529]"
8126,cds-WP_003091018.1,4344166,4346322,,TonB-dependent receptor,+,NCGM2_RS19925,"[4344166, 4346322]"
8128,cds-WP_003091019.1,4346375,4347148,,ABC transporter ATP-binding protein,+,NCGM2_RS19930,"[4346375, 4347148]"
8130,cds-WP_003091020.1,4347145,4348116,,ABC transporter substrate-binding protein,+,NCGM2_RS19935,"[4347145, 4348116]"
8132,cds-WP_014603923.1,4348113,4349144,,iron ABC transporter permease,+,NCGM2_RS19940,"[4348113, 4349144]"
8134,cds-WP_003091024.1,4349145,4350011,,MBL fold metallo-hydrolase,-,NCGM2_RS19945,"[4349145, 4350011]"
8136,cds-WP_014603924.1,4350131,4350724,,LysE family translocator,-,NCGM2_RS19950,"[4350131, 4350724]"
8138,cds-WP_003091026.1,4350775,4351611,,AraC family transcriptional regulator,-,NCGM2_RS19955,"[4350775, 4351611]"
8140,cds-WP_003091027.1,4351822,4352595,,SDR family oxidoreductase,+,NCGM2_RS19960,"[4351822, 4352595]"
8142,cds-WP_003091028.1,4352649,4352906,,hypothetical protein,+,NCGM2_RS19965,"[4352649, 4352906]"
8144,cds-WP_003091029.1,4352918,4354555,,methyl-accepting chemotaxis protein,-,NCGM2_RS19970,"[4352918, 4354555]"
8146,cds-WP_003130750.1,4354640,4355629,,LysR family transcriptional regulator,-,NCGM2_RS19975,"[4354640, 4355629]"
8148,cds-WP_003091032.1,4355730,4356899,,amidohydrolase,+,NCGM2_RS19980,"[4355730, 4356899]"
8150,cds-WP_003091033.1,4356959,4357744,,ABC transporter substrate-binding protein,+,NCGM2_RS19985,"[4356959, 4357744]"
8152,cds-WP_003091034.1,4357800,4358489,,ABC transporter permease,+,NCGM2_RS19990,"[4357800, 4358489]"
8154,cds-WP_003091035.1,4358486,4359199,,ABC transporter permease,+,NCGM2_RS19995,"[4358486, 4359199]"
8156,cds-WP_003091036.1,4359220,4359987,,ABC transporter ATP-binding protein,+,NCGM2_RS20000,"[4359220, 4359987]"
8158,cds-WP_071534011.1,4359997,4360191,,hypothetical protein,-,NCGM2_RS20005,"[4359997, 4360191]"
8160,cds-WP_003091038.1,4360309,4361640,,hypothetical protein,+,NCGM2_RS20010,"[4360309, 4361640]"
8162,cds-NCGM2_RS20015,4361691,4362913,,hypothetical protein,-,NCGM2_RS20015,"[4361691, 4362913]"
