,id,start,end,gene_name,strand,locus_tag,interval
5751,gene-PA2703,3057376,3057609,PA2703,+,PA2703,"[3057376, 3057609]"
5753,gene-PA2704,3057902,3058921,PA2704,-,PA2704,"[3057902, 3058921]"
5755,gene-PA2705,3059035,3060216,PA2705,-,PA2705,"[3059035, 3060216]"
5757,gene-PA2706,3060265,3060660,PA2706,-,PA2706,"[3060265, 3060660]"
5759,gene-PA2707,3060725,3061570,PA2707,-,PA2707,"[3060725, 3061570]"
5761,gene-PA2708,3061733,3062818,PA2708,-,PA2708,"[3061733, 3062818]"
5763,gene-PA2709,3062939,3063913,cysK,+,PA2709,"[3062939, 3063913]"
5765,gene-PA2710,3063972,3064586,PA2710,+,PA2710,"[3063972, 3064586]"
5767,gene-PA2711,3064785,3065876,PA2711,+,PA2711,"[3064785, 3065876]"
5769,gene-PA2712,3066296,3067159,PA2712,+,PA2712,"[3066296, 3067159]"
5771,gene-PA2713,3067207,3067686,PA2713,-,PA2713,"[3067207, 3067686]"
5773,gene-PA2714,3068040,3070349,PA2714,+,PA2714,"[3068040, 3070349]"
5775,gene-PA2715,3070366,3070704,PA2715,+,PA2715,"[3070366, 3070704]"
5777,gene-PA2716,3070719,3071954,PA2716,-,PA2716,"[3070719, 3071954]"
5779,gene-PA2717,3072081,3072911,cpo,-,PA2717,"[3072081, 3072911]"
5781,gene-PA2718,3073144,3073632,PA2718,+,PA2718,"[3073144, 3073632]"
5783,gene-PA2719,3073732,3074418,PA2719,+,PA2719,"[3073732, 3074418]"
5785,gene-PA2720,3074580,3075218,PA2720,-,PA2720,"[3074580, 3075218]"
5787,gene-PA2721,3075411,3075890,PA2721,+,PA2721,"[3075411, 3075890]"
5789,gene-PA2722,3075922,3076314,PA2722,+,PA2722,"[3075922, 3076314]"
5791,gene-PA2723,3076344,3076622,PA2723,+,PA2723,"[3076344, 3076622]"
5793,gene-PA2724,3076697,3077236,PA2724,+,PA2724,"[3076697, 3077236]"
5795,gene-PA2725,3077312,3079195,PA2725,+,PA2725,"[3077312, 3079195]"
5797,gene-PA2726,3079197,3079835,PA2726,+,PA2726,"[3079197, 3079835]"
5800,gene-PA2729,3086142,3087491,PA2729,+,PA2729,"[3086142, 3087491]"
5802,gene-PA2730,3088660,3089613,PA2730,-,PA2730,"[3088660, 3089613]"
5804,gene-PA2732,3090221,3093661,PA2732,-,PA2732,"[3090221, 3093661]"
5806,gene-PA2733,3093658,3094185,PA2733,-,PA2733,"[3093658, 3094185]"
5808,gene-PA2734,3094757,3096052,PA2734,-,PA2734,"[3094757, 3096052]"
5810,gene-PA2735,3096130,3098508,PA2735,-,PA2735,"[3096130, 3098508]"
5813,gene-PA2736,3098626,3098979,PA2736,-,PA2736,"[3098626, 3098979]"
5815,gene-PA2736.1,3099306,3099382,PA2736.1,-,PA2736.1,"[3099306, 3099382]"
5818,gene-PA2737,3099473,3099829,PA2737,-,PA2737,"[3099473, 3099829]"
5820,gene-PA2738,3099810,3100112,himA,-,PA2738,"[3099810, 3100112]"
5822,gene-PA2739,3100116,3102494,pheT,-,PA2739,"[3100116, 3102494]"
5824,gene-PA2740,3102529,3103545,pheS,-,PA2740,"[3102529, 3103545]"
5826,gene-PA2741,3103643,3103999,rplT,-,PA2741,"[3103643, 3103999]"
5828,gene-PA2742,3104023,3104217,rpmI,-,PA2742,"[3104023, 3104217]"
5830,gene-PA2743,3104279,3104830,infC,-,PA2743,"[3104279, 3104830]"
5832,gene-PA2744,3104830,3106752,thrS,-,PA2744,"[3104830, 3106752]"
5834,gene-PA2744.1,3106919,3106994,PA2744.1,-,PA2744.1,"[3106919, 3106994]"
5837,gene-PA2745,3107002,3107865,PA2745,-,PA2745,"[3107002, 3107865]"
5839,gene-PA2746,3108057,3108383,PA2746,+,PA2746,"[3108057, 3108383]"
5841,gene-PA2746a,3108468,3108644,PA2746a,+,PA2746a,"[3108468, 3108644]"
5843,gene-PA2747,3108970,3109257,PA2747,-,PA2747,"[3108970, 3109257]"
5845,gene-PA2747a,3109456,3109689,PA2747a,-,PA2747a,"[3109456, 3109689]"
5847,gene-PA2748,3109743,3110525,PA2748,-,PA2748,"[3109743, 3110525]"
5849,gene-PA2749,3110901,3111614,endA,+,PA2749,"[3110901, 3111614]"
5851,gene-PA2750,3111633,3112151,PA2750,+,PA2750,"[3111633, 3112151]"
5853,gene-PA2750a,3112126,3112356,PA2750a,-,PA2750a,"[3112126, 3112356]"
5855,gene-PA2751,3112878,3113777,PA2751,+,PA2751,"[3112878, 3113777]"
5857,gene-PA2752,3114240,3114683,PA2752,-,PA2752,"[3114240, 3114683]"
5859,gene-PA2753,3114819,3115193,PA2753,+,PA2753,"[3114819, 3115193]"
5861,gene-PA2754,3115304,3115633,PA2754,+,PA2754,"[3115304, 3115633]"
5863,gene-PA2754a,3115699,3115896,PA2754a,-,PA2754a,"[3115699, 3115896]"
5865,gene-PA2755a,3116075,3116305,PA2755a,+,PA2755a,"[3116075, 3116305]"
5867,gene-PA2755,3116654,3117124,eco,+,PA2755,"[3116654, 3117124]"
5869,gene-PA2756,3117177,3117611,PA2756,-,PA2756,"[3117177, 3117611]"
5871,gene-PA2757,3117750,3118193,PA2757,-,PA2757,"[3117750, 3118193]"
5873,gene-PA2758,3118296,3119183,PA2758,+,PA2758,"[3118296, 3119183]"
5875,gene-PA2759,3119394,3119708,PA2759,-,PA2759,"[3119394, 3119708]"
5877,gene-PA2760,3120073,3121350,PA2760,+,PA2760,"[3120073, 3121350]"
5879,gene-PA2761,3121462,3121878,PA2761,+,PA2761,"[3121462, 3121878]"
5881,gene-PA2762,3121921,3122265,PA2762,-,PA2762,"[3121921, 3122265]"
5883,gene-PA2763,3122377,3122586,PA2763,-,PA2763,"[3122377, 3122586]"
5886,gene-PA2763a,3122856,3123044,PA2763a,+,PA2763a,"[3122856, 3123044]"
5888,gene-PA2764,3123599,3124294,PA2764,+,PA2764,"[3123599, 3124294]"
5890,gene-PA2765,3124342,3125241,PA2765,-,PA2765,"[3124342, 3125241]"
5892,gene-PA2766,3125583,3126164,PA2766,-,PA2766,"[3125583, 3126164]"
5894,gene-PA2767,3126252,3127220,PA2767,+,PA2767,"[3126252, 3127220]"
5896,gene-PA2768,3127226,3127708,PA2768,+,PA2768,"[3127226, 3127708]"
5898,gene-PA2769,3127860,3128270,PA2769,-,PA2769,"[3127860, 3128270]"
5900,gene-PA2770,3128292,3129071,PA2770,-,PA2770,"[3128292, 3129071]"
5902,gene-PA2771,3129729,3130754,PA2771,+,PA2771,"[3129729, 3130754]"
5904,gene-PA2772,3130761,3131159,PA2772,-,PA2772,"[3130761, 3131159]"
5906,gene-PA2772a,3131246,3131416,PA2772a,+,PA2772a,"[3131246, 3131416]"
5908,gene-PA2773,3131509,3132030,PA2773,-,PA2773,"[3131509, 3132030]"
5910,gene-PA2774,3132229,3132816,PA2774,-,PA2774,"[3132229, 3132816]"
5912,gene-PA2775,3132821,3133258,PA2775,-,PA2775,"[3132821, 3133258]"
5914,gene-PA2775.1,3133449,3133525,PA2775.1,-,PA2775.1,"[3133449, 3133525]"
5917,gene-PA2776,3133710,3134993,PA2776,+,PA2776,"[3133710, 3134993]"
5919,gene-PA2777,3135044,3136000,PA2777,-,PA2777,"[3135044, 3136000]"
5921,gene-PA2778,3136082,3136963,PA2778,-,PA2778,"[3136082, 3136963]"
5923,gene-PA2779,3137044,3137442,PA2779,-,PA2779,"[3137044, 3137442]"
5925,gene-PA2780,3137850,3138194,PA2780,+,PA2780,"[3137850, 3138194]"
5927,gene-PA2781,3138191,3138532,PA2781,+,PA2781,"[3138191, 3138532]"
5929,gene-PA2782,3139011,3139670,PA2782,+,PA2782,"[3139011, 3139670]"
5931,gene-PA2783,3139748,3141547,PA2783,+,PA2783,"[3139748, 3141547]"
5935,gene-PA2784,3141719,3142276,PA2784,+,PA2784,"[3141719, 3142276]"
5937,gene-PA2785,3142285,3142503,PA2785,+,PA2785,"[3142285, 3142503]"
5939,gene-PA2786,3142618,3143085,PA2786,+,PA2786,"[3142618, 3143085]"
5941,gene-PA2787,3143152,3144390,cpg2,+,PA2787,"[3143152, 3144390]"
5943,gene-PA2788,3144412,3146007,PA2788,-,PA2788,"[3144412, 3146007]"
5945,gene-PA2789,3146251,3147330,PA2789,+,PA2789,"[3146251, 3147330]"
5947,gene-PA2790,3147765,3148250,PA2790,+,PA2790,"[3147765, 3148250]"
5949,gene-PA2791,3148339,3148629,PA2791,-,PA2791,"[3148339, 3148629]"
5951,gene-PA2792,3148723,3149319,PA2792,-,PA2792,"[3148723, 3149319]"
5954,gene-PA2793,3149400,3150434,PA2793,-,PA2793,"[3149400, 3150434]"
5956,gene-PA2795,3152504,3153502,PA2795,+,PA2795,"[3152504, 3153502]"
5958,gene-PA2796,3153582,3154505,tal,+,PA2796,"[3153582, 3154505]"
5960,gene-PA2797,3154593,3155075,PA2797,-,PA2797,"[3154593, 3155075]"
5962,gene-PA2798,3155072,3156256,PA2798,-,PA2798,"[3155072, 3156256]"
5964,gene-PA2799,3156503,3156802,PA2799,+,PA2799,"[3156503, 3156802]"
5966,gene-PA2800,3156860,3157564,PA2800,-,PA2800,"[3156860, 3157564]"
5968,gene-PA2801,3157667,3158071,PA2801,+,PA2801,"[3157667, 3158071]"
5970,gene-PA2802,3158073,3158792,PA2802,-,PA2802,"[3158073, 3158792]"
5972,gene-PA2803,3158926,3159669,PA2803,+,PA2803,"[3158926, 3159669]"
5974,gene-PA2804,3159666,3160247,PA2804,+,PA2804,"[3159666, 3160247]"
5976,gene-PA2805,3160321,3160584,PA2805,+,PA2805,"[3160321, 3160584]"
5978,gene-PA2806,3160651,3161481,PA2806,-,PA2806,"[3160651, 3161481]"
5980,gene-PA2807,3161599,3162216,PA2807,-,PA2807,"[3161599, 3162216]"
5982,gene-PA2808,3162388,3162579,ptrA,-,PA2808,"[3162388, 3162579]"
5984,gene-PA2809,3162705,3163385,copR,+,PA2809,"[3162705, 3163385]"
5986,gene-PA2810,3163382,3164713,copS,+,PA2810,"[3163382, 3164713]"
5988,gene-PA2811,3164763,3165542,PA2811,-,PA2811,"[3164763, 3165542]"
5990,gene-PA2812,3165539,3166471,PA2812,-,PA2812,"[3165539, 3166471]"
5992,gene-PA2813,3166547,3167167,PA2813,-,PA2813,"[3166547, 3167167]"
5994,gene-PA2814,3167282,3167953,PA2814,-,PA2814,"[3167282, 3167953]"
5996,gene-PA2815,3168106,3170553,PA2815,+,PA2815,"[3168106, 3170553]"
5998,gene-PA2816,3170682,3171062,PA2816,+,PA2816,"[3170682, 3171062]"
6000,gene-PA2817,3171121,3171531,PA2817,+,PA2817,"[3171121, 3171531]"
6002,gene-PA2818,3171598,3173175,arr,-,PA2818,"[3171598, 3173175]"
6004,gene-PA2819.1,3173599,3173674,PA2819.1,-,PA2819.1,"[3173599, 3173674]"
6007,gene-PA2819.2,3173759,3173834,PA2819.2,-,PA2819.2,"[3173759, 3173834]"
6010,gene-PA2819.3,3173837,3173912,PA2819.3,-,PA2819.3,"[3173837, 3173912]"
6013,gene-PA2820,3174131,3174904,PA2820,+,PA2820,"[3174131, 3174904]"
6015,gene-PA2821,3174966,3175628,PA2821,+,PA2821,"[3174966, 3175628]"
6017,gene-PA2822,3175638,3176120,PA2822,-,PA2822,"[3175638, 3176120]"
6019,gene-PA2823,3176117,3177007,PA2823,-,PA2823,"[3176117, 3177007]"
6021,gene-PA2824,3177090,3179450,PA2824,+,PA2824,"[3177090, 3179450]"
6023,gene-PA2825,3179469,3179960,ospR,-,PA2825,"[3179469, 3179960]"
6025,gene-PA2826,3179957,3180442,PA2826,-,PA2826,"[3179957, 3180442]"
6027,gene-PA2827,3180554,3180952,PA2827,-,PA2827,"[3180554, 3180952]"
6029,gene-PA2828,3181137,3182348,PA2828,+,PA2828,"[3181137, 3182348]"
6031,gene-PA2829,3182400,3182852,PA2829,+,PA2829,"[3182400, 3182852]"
6033,gene-PA2830,3182986,3183861,htpX,+,PA2830,"[3182986, 3183861]"
6035,gene-PA2831,3184002,3185129,PA2831,+,PA2831,"[3184002, 3185129]"
6037,gene-PA2832,3185161,3185817,tpm,-,PA2832,"[3185161, 3185817]"
6039,gene-PA2833,3185873,3186319,PA2833,-,PA2833,"[3185873, 3186319]"
6041,gene-PA2834,3186449,3187408,PA2834,+,PA2834,"[3186449, 3187408]"
6043,gene-PA2835,3187546,3189138,PA2835,+,PA2835,"[3187546, 3189138]"
6045,gene-PA2836,3189150,3190214,PA2836,+,PA2836,"[3189150, 3190214]"
6047,gene-PA2837,3190211,3191650,PA2837,+,PA2837,"[3190211, 3191650]"
6049,gene-PA2838,3191687,3192658,PA2838,+,PA2838,"[3191687, 3192658]"
6051,gene-PA2839,3192749,3193519,PA2839,+,PA2839,"[3192749, 3193519]"
6053,gene-PA2840,3193886,3195589,PA2840,-,PA2840,"[3193886, 3195589]"
6055,gene-PA2841,3195900,3196691,PA2841,+,PA2841,"[3195900, 3196691]"
6057,gene-PA2842,3196717,3197466,PA2842,-,PA2842,"[3196717, 3197466]"
6059,gene-PA2843,3197642,3198988,PA2843,+,PA2843,"[3197642, 3198988]"
6061,gene-PA2844,3199029,3200237,PA2844,-,PA2844,"[3199029, 3200237]"
6063,gene-PA2845,3200320,3200553,PA2845,-,PA2845,"[3200320, 3200553]"
6065,gene-PA2846,3200650,3201504,PA2846,+,PA2846,"[3200650, 3201504]"
6067,gene-PA2847,3201506,3202255,PA2847,-,PA2847,"[3201506, 3202255]"
6070,gene-PA2848,3202293,3203312,PA2848,+,PA2848,"[3202293, 3203312]"
6074,gene-PA2849,3203398,3203853,ohrR,+,PA2849,"[3203398, 3203853]"
6078,gene-PA2850,3203998,3204426,ohr,+,PA2850,"[3203998, 3204426]"
6080,gene-PA2851,3204514,3205080,efp,-,PA2851,"[3204514, 3205080]"
6082,gene-PA2852,3205123,3206253,PA2852,-,PA2852,"[3205123, 3206253]"
6084,gene-PA2852.1,3206408,3206497,PA2852.1,+,PA2852.1,"[3206408, 3206497]"
6089,gene-PA2853,3206915,3207166,oprI,+,PA2853,"[3206915, 3207166]"
6091,gene-PA2854,3207290,3208261,PA2854,-,PA2854,"[3207290, 3208261]"
6093,gene-PA2855,3208339,3208617,PA2855,-,PA2855,"[3208339, 3208617]"
6095,gene-PA2856,3208673,3209278,tesA,-,PA2856,"[3208673, 3209278]"
6097,gene-PA2857,3209289,3209972,PA2857,+,PA2857,"[3209289, 3209972]"
6099,gene-PA2858,3209981,3212473,PA2858,+,PA2858,"[3209981, 3212473]"
6101,gene-PA2859,3212525,3213031,greB,+,PA2859,"[3212525, 3213031]"
6103,gene-PA2860,3213044,3213484,PA2860,-,PA2860,"[3213044, 3213484]"
6105,gene-PA2861,3213538,3214086,ligT,+,PA2861,"[3213538, 3214086]"
6107,gene-PA2862,3214282,3215217,lipA,+,PA2862,"[3214282, 3215217]"
6109,gene-PA2863,3215423,3216289,lipH,+,PA2863,"[3215423, 3216289]"
6111,gene-PA2864,3216456,3216890,PA2864,-,PA2864,"[3216456, 3216890]"
6113,gene-PA2865,3216989,3218419,PA2865,-,PA2865,"[3216989, 3218419]"
6115,gene-PA2866,3218666,3219469,mttC,+,PA2866,"[3218666, 3219469]"
6119,gene-PA2867,3219608,3221080,PA2867,+,PA2867,"[3219608, 3221080]"
6121,gene-PA2868,3221206,3221565,PA2868,+,PA2868,"[3221206, 3221565]"
6123,gene-PA2869,3221652,3222140,PA2869,+,PA2869,"[3221652, 3222140]"
6125,gene-PA2870,3222150,3223727,PA2870,+,PA2870,"[3222150, 3223727]"
6127,gene-PA2871,3223736,3224533,PA2871,-,PA2871,"[3223736, 3224533]"
6129,gene-PA2872,3224614,3225384,PA2872,-,PA2872,"[3224614, 3225384]"
6131,gene-PA2873,3225381,3227387,PA2873,-,PA2873,"[3225381, 3227387]"
6133,gene-PA2874,3227384,3228337,PA2874,-,PA2874,"[3227384, 3228337]"
6135,gene-PA2875,3228337,3229254,PA2875,-,PA2875,"[3228337, 3229254]"
6137,gene-PA2876,3229484,3230182,pyrF,-,PA2876,"[3229484, 3230182]"
6139,gene-PA2877,3230279,3231172,PA2877,-,PA2877,"[3230279, 3231172]"
6141,gene-PA2878,3231218,3231859,PA2878,+,PA2878,"[3231218, 3231859]"
6143,gene-PA2879,3231882,3232772,PA2879,-,PA2879,"[3231882, 3232772]"
6145,gene-PA2880,3232819,3233334,PA2880,+,PA2880,"[3232819, 3233334]"
6147,gene-PA2881,3233343,3234254,PA2881,-,PA2881,"[3233343, 3234254]"
6149,gene-PA2882,3234256,3235371,PA2882,-,PA2882,"[3234256, 3235371]"
6151,gene-PA2883,3235794,3235961,PA2883,+,PA2883,"[3235794, 3235961]"
6153,gene-PA2884,3236194,3236958,PA2884,+,PA2884,"[3236194, 3236958]"
6156,gene-PA2885,3236959,3237555,atuR,-,PA2885,"[3236959, 3237555]"
6158,gene-PA2886,3237836,3239638,atuA,+,PA2886,"[3237836, 3239638]"
6160,gene-PA2887,3239711,3240589,atuB,+,PA2887,"[3239711, 3240589]"
6162,gene-PA2888,3240591,3242207,atuC,+,PA2888,"[3240591, 3242207]"
6164,gene-PA2889,3242324,3243484,atuD,+,PA2889,"[3242324, 3243484]"
6166,gene-PA2890,3243505,3244299,atuE,+,PA2890,"[3243505, 3244299]"
6168,gene-PA2891,3244345,3246330,atuF,+,PA2891,"[3244345, 3246330]"
6170,gene-PA2892,3246382,3247206,atuG,+,PA2892,"[3246382, 3247206]"
6172,gene-PA2893,3247369,3249195,atuH,+,PA2893,"[3247369, 3249195]"
6174,gene-PA2894,3249209,3249631,PA2894,-,PA2894,"[3249209, 3249631]"
6179,gene-PA2895,3249977,3250741,PA2895,-,PA2895,"[3249977, 3250741]"
6181,gene-PA2896,3250738,3251322,PA2896,-,PA2896,"[3250738, 3251322]"
6183,gene-PA2897,3251651,3253090,PA2897,-,PA2897,"[3251651, 3253090]"
6185,gene-PA2898,3253312,3253680,PA2898,-,PA2898,"[3253312, 3253680]"
6187,gene-PA2899,3253766,3254404,PA2899,-,PA2899,"[3253766, 3254404]"
6189,gene-PA2900,3254598,3255407,PA2900,-,PA2900,"[3254598, 3255407]"
6191,gene-PA2901,3255407,3255766,PA2901,-,PA2901,"[3255407, 3255766]"
6193,gene-PA2902,3255763,3256611,PA2902,-,PA2902,"[3255763, 3256611]"
6195,gene-PA2903,3256681,3258360,cobJ,-,PA2903,"[3256681, 3258360]"
6197,gene-PA2904,3258353,3259105,cobI,-,PA2904,"[3258353, 3259105]"
6199,gene-PA2905,3259102,3259728,cobH,-,PA2905,"[3259102, 3259728]"
6202,gene-PA2906,3259725,3261185,PA2906,-,PA2906,"[3259725, 3261185]"
6204,gene-PA2907,3261522,3262769,cobL,+,PA2907,"[3261522, 3262769]"
6206,gene-PA2908,3262762,3263862,cbiD,+,PA2908,"[3262762, 3263862]"
6208,gene-PA2909,3263859,3264587,PA2909,+,PA2909,"[3263859, 3264587]"
6210,gene-PA2910,3264642,3265211,PA2910,-,PA2910,"[3264642, 3265211]"
6212,gene-PA2911,3265848,3268004,PA2911,+,PA2911,"[3265848, 3268004]"
6214,gene-PA2912,3268057,3268830,PA2912,+,PA2912,"[3268057, 3268830]"
6216,gene-PA2913,3268827,3269798,PA2913,+,PA2913,"[3268827, 3269798]"
6218,gene-PA2914,3269795,3270826,PA2914,+,PA2914,"[3269795, 3270826]"
6220,gene-PA2915,3270827,3271693,PA2915,-,PA2915,"[3270827, 3271693]"
6222,gene-PA2916,3271813,3272406,PA2916,-,PA2916,"[3271813, 3272406]"
6224,gene-PA2917,3272457,3273293,PA2917,-,PA2917,"[3272457, 3273293]"
6226,gene-PA2918,3273504,3274277,PA2918,+,PA2918,"[3273504, 3274277]"
6228,gene-PA2919,3274328,3274585,PA2919,+,PA2919,"[3274328, 3274585]"
6230,gene-PA2920,3274597,3276234,PA2920,-,PA2920,"[3274597, 3276234]"
6232,gene-PA2921,3276319,3277308,PA2921,-,PA2921,"[3276319, 3277308]"
6234,gene-PA2922,3277409,3278578,PA2922,+,PA2922,"[3277409, 3278578]"
6236,gene-PA2923,3278638,3279423,hisJ,+,PA2923,"[3278638, 3279423]"
6238,gene-PA2924,3279479,3280168,hisQ,+,PA2924,"[3279479, 3280168]"
6240,gene-PA2925,3280165,3280878,hisM,+,PA2925,"[3280165, 3280878]"
6242,gene-PA2926,3280899,3281666,hisP,+,PA2926,"[3280899, 3281666]"
6244,gene-PA2927,3281988,3283319,PA2927,+,PA2927,"[3281988, 3283319]"
6246,gene-PA2928,3283375,3284598,PA2928,-,PA2928,"[3283375, 3284598]"
6248,gene-PA2929,3285007,3285621,PA2929,-,PA2929,"[3285007, 3285621]"
6250,gene-PA2930,3285687,3286613,PA2930,+,PA2930,"[3285687, 3286613]"
6252,gene-PA2931,3286624,3287214,cifR,-,PA2931,"[3286624, 3287214]"
6254,gene-PA2932,3287340,3288449,morB,+,PA2932,"[3287340, 3288449]"
6256,gene-PA2933,3288515,3289693,PA2933,+,PA2933,"[3288515, 3289693]"
6258,gene-PA2934,3289715,3290674,cif,+,PA2934,"[3289715, 3290674]"
6260,gene-PA2935,3290694,3291173,PA2935,-,PA2935,"[3290694, 3291173]"
6262,gene-PA2936,3291283,3291864,PA2936,+,PA2936,"[3291283, 3291864]"
6264,gene-PA2937,3291960,3292268,PA2937,+,PA2937,"[3291960, 3292268]"
6266,gene-PA2938,3292324,3293781,PA2938,-,PA2938,"[3292324, 3293781]"
6269,gene-PA2939,3294282,3295892,PA2939,+,PA2939,"[3294282, 3295892]"
6271,gene-PA2940,3295979,3297118,PA2940,-,PA2940,"[3295979, 3297118]"
6273,gene-PA2941,3297240,3297884,PA2941,-,PA2941,"[3297240, 3297884]"
6275,gene-PA2942,3297905,3298921,PA2942,-,PA2942,"[3297905, 3298921]"
6277,gene-PA2942.1,3299022,3299269,PA2942.1,+,PA2942.1,"[3299022, 3299269]"
6280,gene-PA2943,3299492,3300586,PA2943,+,PA2943,"[3299492, 3300586]"
6282,gene-PA2944,3300615,3304361,cobN,-,PA2944,"[3300615, 3304361]"
6284,gene-PA2945,3304437,3305564,PA2945,-,PA2945,"[3304437, 3305564]"
6286,gene-PA2946,3306312,3307013,PA2946,+,PA2946,"[3306312, 3307013]"
6288,gene-PA2947,3307085,3307513,PA2947,+,PA2947,"[3307085, 3307513]"
6290,gene-PA2948,3307510,3308262,cobM,+,PA2948,"[3307510, 3308262]"
6292,gene-PA2949,3308391,3309338,PA2949,+,PA2949,"[3308391, 3309338]"
6294,gene-PA2950,3309411,3310607,PA2950,-,PA2950,"[3309411, 3310607]"
6296,gene-PA2951,3310792,3311721,etfA,-,PA2951,"[3310792, 3311721]"
6298,gene-PA2952,3311721,3312470,etfB,-,PA2952,"[3311721, 3312470]"
6300,gene-PA2953,3312791,3314446,PA2953,+,PA2953,"[3312791, 3314446]"
6302,gene-PA2954,3314495,3315064,PA2954,-,PA2954,"[3314495, 3315064]"
6304,gene-PA2955,3315057,3315689,PA2955,-,PA2955,"[3315057, 3315689]"
6306,gene-PA2956,3315754,3316650,PA2956,-,PA2956,"[3315754, 3316650]"
6308,gene-PA2957,3316800,3317438,PA2957,-,PA2957,"[3316800, 3317438]"
6310,gene-PA2958,3317524,3318657,PA2958,+,PA2958,"[3317524, 3318657]"
6312,gene-PA2958.1,3318663,3318859,rgsA,+,PA2958.1,"[3318663, 3318859]"
6315,gene-PA2959,3318883,3319659,PA2959,-,PA2959,"[3318883, 3319659]"
6317,gene-PA2960,3319674,3320030,pilZ,-,PA2960,"[3319674, 3320030]"
6319,gene-PA2961,3320064,3321050,holB,-,PA2961,"[3320064, 3321050]"
6321,gene-PA2962,3321043,3321675,tmk,-,PA2962,"[3321043, 3321675]"
6323,gene-PA2963,3321704,3322753,PA2963,-,PA2963,"[3321704, 3322753]"
6325,gene-PA2964,3322759,3323574,pabC,-,PA2964,"[3322759, 3323574]"
6327,gene-PA2965,3323574,3324818,fabF1,-,PA2965,"[3323574, 3324818]"
6329,gene-PA2966,3324947,3325183,acpP,-,PA2966,"[3324947, 3325183]"
6331,gene-PA2967,3325379,3326122,fabG,-,PA2967,"[3325379, 3326122]"
6333,gene-PA2968,3326145,3327083,fabD,-,PA2968,"[3326145, 3327083]"
6335,gene-PA2969,3327189,3328169,plsX,-,PA2969,"[3327189, 3328169]"
6337,gene-PA2970,3328203,3328385,rpmF,-,PA2970,"[3328203, 3328385]"
6339,gene-PA2971,3328399,3328935,PA2971,-,PA2971,"[3328399, 3328935]"
6341,gene-PA2972,3329045,3329623,PA2972,+,PA2972,"[3329045, 3329623]"
6343,gene-PA2973,3329690,3330670,PA2973,-,PA2973,"[3329690, 3330670]"
6345,gene-PA2974,3330663,3331355,PA2974,-,PA2974,"[3330663, 3331355]"
6347,gene-PA2975,3331348,3332304,rluC,-,PA2975,"[3331348, 3332304]"
6349,gene-PA2976,3332881,3336054,rne,+,PA2976,"[3332881, 3336054]"
6351,gene-PA2977,3336212,3337231,murB,-,PA2977,"[3336212, 3337231]"
6353,gene-PA2978,3337228,3337692,ptpA,-,PA2978,"[3337228, 3337692]"
6355,gene-PA2979,3337692,3338456,kdsB,-,PA2979,"[3337692, 3338456]"
6357,gene-PA2980,3338456,3338641,PA2980,-,PA2980,"[3338456, 3338641]"
6359,gene-PA2981,3338679,3339677,lpxK,-,PA2981,"[3338679, 3339677]"
6361,gene-PA2982,3339677,3340117,PA2982,-,PA2982,"[3339677, 3340117]"
6363,gene-PA2983,3340114,3340749,PA2983,-,PA2983,"[3340114, 3340749]"
6365,gene-PA2984,3340822,3343047,PA2984,-,PA2984,"[3340822, 3343047]"
6367,gene-PA2985,3343178,3343711,PA2985,+,PA2985,"[3343178, 3343711]"
6369,gene-PA2986,3343799,3345100,PA2986,-,PA2986,"[3343799, 3345100]"
6371,gene-PA2987,3345113,3345796,PA2987,-,PA2987,"[3345113, 3345796]"
6373,gene-PA2988,3345789,3347039,PA2988,-,PA2988,"[3345789, 3347039]"
6375,gene-PA2989,3347142,3347741,PA2989,+,PA2989,"[3347142, 3347741]"
6377,gene-PA2990,3348073,3348795,PA2990,+,PA2990,"[3348073, 3348795]"
6379,gene-PA2991,3348838,3350232,sth,-,PA2991,"[3348838, 3350232]"
6381,gene-PA2992,3350411,3350638,PA2992,-,PA2992,"[3350411, 3350638]"
6383,gene-PA2993,3350635,3351663,PA2993,-,PA2993,"[3350635, 3351663]"
6386,gene-PA2994,3351656,3352879,nqrF,-,PA2994,"[3351656, 3352879]"
6388,gene-PA2995,3352890,3353498,nqrE,-,PA2995,"[3352890, 3353498]"
6390,gene-PA2996,3353498,3354172,nqrD,-,PA2996,"[3353498, 3354172]"
6392,gene-PA2997,3354169,3354954,nqrC,-,PA2997,"[3354169, 3354954]"
6394,gene-PA2998,3354947,3356158,nqrB,-,PA2998,"[3354947, 3356158]"
6396,gene-PA2999,3356162,3357499,nqrA,-,PA2999,"[3356162, 3357499]"
6398,gene-PA3000,3357758,3359167,aroP1,-,PA3000,"[3357758, 3359167]"
6400,gene-PA3001,3359269,3360654,PA3001,-,PA3001,"[3359269, 3360654]"
6402,gene-PA3002,3360875,3364321,mfd,+,PA3002,"[3360875, 3364321]"
6404,gene-PA3003,3364332,3364961,PA3003,+,PA3003,"[3364332, 3364961]"
6406,gene-PA3004,3365007,3365744,PA3004,-,PA3004,"[3365007, 3365744]"
6408,gene-PA3005,3365756,3366754,nagZ,-,PA3005,"[3365756, 3366754]"
6410,gene-PA3006,3366970,3367671,psrA,-,PA3006,"[3366970, 3367671]"
6414,gene-PA3007,3367903,3368517,lexA,+,PA3007,"[3367903, 3368517]"
6416,gene-PA3008,3368529,3369014,PA3008,+,PA3008,"[3368529, 3369014]"
